Location,Joined Group on,Last visited group on,Last Attended,Total RSVPs,RSVPed Yes,RSVPed Maybe,RSVPed No,Meetups attended,No shows,Intro,Photo,Assistant Organizer,Mailing List,URL of Member Profile,What do you use R for?,What's your favourite CRAN package?,What's your experience in R?
Singapore,08/04/2010,11/13/2010,,1,0,1,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/11816962/ ,Finance,I don't have yet,2 months
Singapore,02/11/2014,05/13/2014,,2,0,0,2,0,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/131356502/ ,work,ggplot2,beginner
Singapore,03/04/2014,03/12/2014,,2,1,0,1,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/22301901/ ,Data analysis in healthcare domain mostly,Possibly Nnet or neuralnet,Less than an year
Singapore,08/18/2013,08/18/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/107236122/ ,"Intending to use R for analysis of stock prices and derivatives, but purely out of interest",Quantstrat,Just a beginner but very keen to learn!
Singapore,10/15/2012,03/07/2014,03/12/2014,4,3,0,1,3,0,No,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/12155835/ ,,,
Singapore,07/21/2013,03/01/2014,04/23/2014,8,6,0,2,6,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/13036587/ ,Not yet using....,NA,NA
Singapore,11/27/2012,04/22/2014,12/18/2013,11,8,0,3,8,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/24224322/ ,Simple statistics work,plyr,One year of basic work.
Singapore,03/12/2014,03/12/2014,03/12/2014,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/129367252/ ,-,-,-
Singapore,03/20/2013,10/30/2013,09/26/2013,4,2,0,2,2,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/85079352/ ,Studying,N/A,Beginner
Chiang Mai,11/14/2013,11/22/2013,11/20/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/102017422/ ,Data Analytics of all kinds,"Hmmm... a tie! randomForest, glmnet, googleVis, ggplot2, plyr, arules... Can't decide !",Been using S and Splus before R was even created... and then R for about 12 years.
Singapore,09/17/2013,09/21/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/111704982/ ,Not sure yet.,No idea.,Nil.
Singapore,01/20/2013,02/18/2013,,0,0,0,0,0,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/12671435/ ,To build pretty graphs,-,I'm pretty new.
Singapore,09/06/2013,09/06/2013,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/110024082/ ,"I chose R to do my thesis when there was ready code in Matlab. After a lot of frustrations and ups and down to do things with R, now I can say I am proud of my choice.","sp, ggplot2, spdep, stringr",A dozen programs to do computations for spatial statistics and statistics in general.
Bangkok,04/21/2011,10/13/2013,04/22/2011,1,1,0,0,1,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/12066392/ ,alot,All of them,not enough
Singapore,10/16/2012,03/12/2014,03/12/2014,3,3,0,0,3,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/66308872/ ,"I use R in the analytics space currently, and in econometrics, marketing, and media in particular. I've also used it in financial econometrics as I've done some research in this field in the past, being a consultant and a former university faculty member in the Philippines.","I don't have a specific package favorite, but I'm fond of the bunch of Markov Chain Monte Carlo-related ones in CRAN. In the past years I've gravitated into the use of non-parametric and Bayesian procedures (in methodology research for example), I think this is the reason.",R (side by side with SAS probably) is my preferred software for implementing statistical and analytics procedures. I've used it very extensively in a span of applications.
Singapore,08/11/2011,04/28/2014,10/11/2011,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/22469831/ ,Statistical Analysis,survey,Still in early stage of migration
Singapore,03/05/2014,04/28/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/135956252/ ,School work.,None so far. But some packages I have used before include TSA and MASS,Since 2012.
Singapore,02/10/2014,05/13/2014,03/12/2014,3,3,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/74312272/ ,Data analysis,na,na
Singapore,06/17/2012,06/17/2012,,0,0,0,0,0,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/51631012/ ,data analysis,no idea,entry
Singapore,04/17/2013,05/12/2014,12/03/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/13749999/ ,Statistical Analysis,None,Advanced Beginner
Singapore,02/10/2014,02/21/2014,04/23/2014,2,2,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/67326772/ ,Learning R at this moment,randomForest,Newbie
Singapore,08/01/2012,10/20/2012,10/17/2012,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/14538550/ ,None yet. I have only used SPSS and I am interested in exploring other analysis tools.,N/A,None yet.
Singapore,03/07/2012,05/13/2014,03/12/2014,15,11,0,4,9,0,No,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/40754822/ ,"I'm planning to expand my knowledge in statistics I'm using in my everyday work. By now I'm working as a research analyst and implement all my calculations in spss, however I see great opportunities R can open for me in my research projects!","As I said I'm just a beginner, so can't answer this question, but promise to be fully ready and have at least basic knowledge by the time of the next meeting.","Please, see above."
Singapore,08/23/2012,08/23/2012,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/58437612/ ,R,no one,just ok
Singapore,11/15/2013,04/04/2014,12/03/2013,1,1,0,0,1,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/941919/ ,for data analysis,r-STUDIO,1 year?
Singapore,01/03/2013,05/04/2014,01/23/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/73773772/ ,Data Analysis,No particular,None
Singapore,07/07/2013,03/11/2014,03/12/2014,2,2,0,0,2,0,Yes,No,No,No,http://www.meetup.com/R-User-Group-SG/members/101143642/ ,Research,Bioconductor,Newbie
Singapore,03/30/2014,04/28/2014,,1,1,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/123575472/ ,projects.,na,na
Singapore,02/28/2014,03/13/2014,03/12/2014,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/135383552/ ,"Asset allocation, portfolio construction, stock-picking, risk/hedging decisions, backtesting and general/simple ad-hoc analysis.","ggplot2, plyr, data.table, sqldf, reshape2, RODBC, xts, PerformanceAnalytics","3 years, previously MATLAB"
Singapore,02/10/2014,02/12/2014,03/12/2014,2,2,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/2563461/ ,,,
Sydney,08/29/2012,12/19/2013,12/18/2013,2,2,0,0,2,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/12271987/ ,"Everything. All kinds of data analyses for a range of applications, industries and business functions. My consulting work, my collective forecasting platform System II.",randomForest. rpart. forecast. ggplot2. I can't decide !,"20 years of using it and predecessor S. Working with it, teaching it, promoting it into organisations, making it an essential part of the \""getting started with Analytics\"" toolkit."
Singapore,02/24/2014,05/13/2014,04/23/2014,5,5,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/134736592/ ,For doing courses in Coursera and the analysis of data collected from personal projects.,Psych,Intermediate; learning how to develop models and write efficient functions.
Singapore,07/30/2010,04/23/2014,04/23/2014,15,13,1,1,12,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/10812076/ ,Just getting started,Don't know,Just getting started
"San Francisco, CA",12/06/2012,03/26/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/21096671/ ,For practicing probabilistic statistical sampling methods for obtaning audit evidence sample in a scientific manner,I have no idea. Just want to try R for the first time.,Big zero
"New York, NY",03/16/2011,05/01/2011,04/08/2011,2,2,0,0,2,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/14259189/ ,are you sure you want to know?,I like to CRAM....,R21?
Singapore,01/18/2014,01/23/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/73498122/ ,For interest and professional purpose,R studio,Beginner
Singapore,04/08/2014,04/28/2014,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/10595637/ ,Data modeling.,Still finding out.,Beginner.
Singapore,03/30/2013,04/22/2014,04/23/2014,8,8,0,0,8,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/9586277/ ,Hacking,Windows and Linux,Moderate
Singapore,02/10/2014,05/10/2014,03/12/2014,2,2,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/132522442/ ,Currently studying R,rattle package - as starter,No professional experience in R
Singapore,12/18/2013,12/18/2013,12/18/2013,1,1,0,0,1,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/124136592/ ,still exploring,no idea,none
Singapore,07/24/2013,05/13/2014,04/23/2014,3,3,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/103629062/ ,Automating data analysis.,Sqldf,Beginner.
Singapore,06/15/2013,06/15/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/97982592/ ,Data Analysis,All,Beginner
Singapore,04/18/2011,11/29/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/696308/ ,NA,What is CRAN? :0,NA
Singapore,04/15/2012,06/06/2012,04/20/2012,2,1,0,1,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/14106941/ ,Like to find out more about it.,Not at the moment.,None
"Palo Alto, CA",01/29/2013,05/11/2013,05/17/2013,2,2,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/28176222/ ,This is the first time I heard of R,I have never heard of CRAN,I have no experience with R
Singapore,12/06/2012,05/07/2013,12/12/2012,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/64620262/ ,playing with data,GBM,beginner but jumping
Singapore,09/18/2013,04/21/2014,03/12/2014,2,2,0,0,2,0,Yes,No,No,No,http://www.meetup.com/R-User-Group-SG/members/111799752/ ,planning to use it for projects,-,seen revolution analytics and initial hands on from coursera
Singapore,03/22/2014,03/22/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/138442612/ ,data mining project and practice,rattle,beginner
Singapore,01/29/2012,02/18/2014,04/04/2012,2,1,0,1,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/2110314/ ,I am learning to use R for data exploration.,No current favourite yet.,Beginner.
Singapore,03/25/2013,02/26/2014,04/25/2013,1,1,0,0,1,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/86428832/ ,"Data analytics, statistics, visualization",Ggplot2,Since 2011
Singapore,11/26/2013,11/26/2013,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/121533252/ ,"Extreme value statistics, modelling etc.",copula,10 year user
Singapore,02/28/2014,04/21/2014,03/12/2014,1,1,0,0,1,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/72883982/ ,Having fun with data.,-,None... yet.
Singapore,03/04/2014,03/12/2014,,1,0,0,1,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/135668102/ ,"Whatever the project requires. Mostly graphical output, text processing, regression analysis.",Chron snow,"Used it several times, but my programming skills are not very advanced"
Singapore,11/20/2013,04/22/2014,12/03/2013,2,2,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/51572282/ ,Try to use,Consider,Very good
Melbourne,08/13/2013,08/14/2013,08/14/2013,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/96423962/ ,Newbie to R. Only learning the basics.,None,Newbie.
Singapore,01/06/2013,01/16/2013,01/16/2013,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/75017182/ ,"Using R to learn programming, and statistics",R is the only one I know.,A first week's (as of 6 Jan) worth of video lecture on Coursera. That's it.
"Menlo Park, CA",11/01/2013,11/01/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/9852144/ ,Research,lme4,I use it mainly for GLMs and lmer
Singapore,06/17/2012,03/21/2013,03/27/2013,1,1,0,0,1,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/51631432/ ,I am learning about R.,No particular favourite so far.,Newbie
Singapore,08/29/2010,02/26/2014,03/12/2014,25,23,1,1,23,0,Yes,Yes,Yes,Digest,http://www.meetup.com/R-User-Group-SG/members/12016057/ ,a whole lot of different data analyses,Do I have to choose?,"about ten years, but lots of it in management, where I do less hands on work"
Singapore,01/26/2014,03/13/2014,03/12/2014,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/130068002/ ,"Learning now as part of the course, I wish my future job in data science side will be in the same field using R as a tool to analyse data.",Rattle,"just now started learning, may be 20 days."
Singapore,11/30/2013,05/08/2014,03/12/2014,7,5,0,2,4,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/31377642/ ,Academic research,survival,"I like it. I use RExcel as a frontend, which really makes things very easy for me."
Singapore,04/11/2014,04/16/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/135388492/ ,-,-,-
Singapore,10/31/2012,03/11/2013,01/23/2013,1,1,0,0,1,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/58271632/ ,Financial time series analysis,NA,Beginner
Singapore,10/09/2013,05/12/2014,04/23/2014,4,4,0,0,3,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/66639272/ ,Data manipulation; statistical analysis; data visualization,ggplot2,user since undergrad days (>3 years)
Singapore,09/11/2013,05/03/2014,,2,2,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/110791242/ ,data vis,maps,beginner
Mumbai,12/05/2012,01/13/2014,12/12/2012,1,1,0,0,1,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/12179387/ ,small hacks,-,beginner
"Keller, TX",04/01/2013,04/02/2013,,0,0,0,0,0,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/49313592/ ,Data Analysis and business decision making,R commander,Beginner
Singapore,04/26/2014,05/13/2014,,2,2,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/137224552/ ,I use R for data exploration and modeling,plyr lattice,Basic-Intermediate data exploration
Singapore,07/14/2013,07/14/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/102238232/ ,work,lme4,Used R during my postgraduate study and now need to use it for work:)
Singapore,09/20/2013,02/10/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/14294418/ ,Fun,No,No
Singapore,06/14/2012,09/27/2013,,0,0,0,0,0,0,Yes,No,No,No,http://www.meetup.com/R-User-Group-SG/members/10035172/ ,Generating graphics,none,beginner
Singapore,08/10/2013,08/10/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/80591342/ ,Nil.,No preference.,New user.
Singapore,06/03/2013,06/03/2013,06/05/2013,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/96196302/ ,"Meetings, attending Events",Would like to understand more about CRAN,New user here
Singapore,07/11/2013,07/11/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/88553822/ ,analysis data,na,beginner
Singapore,11/29/2013,04/23/2014,04/23/2014,5,5,0,0,5,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/21091691/ ,"Simulation, calculation",ggplot2,entry level.
Singapore,04/13/2014,04/23/2014,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/138589782/ ,Learn Data Analytics techniques,"I don't have a favourite package, but I used ridge regression",Beginner
Singapore,09/28/2013,02/22/2014,01/15/2014,3,3,0,0,3,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/107072952/ ,modelling,"e1701, fGarch, ggplot2,nnet",intermediate
Singapore,01/21/2014,03/16/2014,03/12/2014,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/129381432/ ,not yet,-,Pristine newbie
Singapore,05/13/2014,05/13/2014,,2,2,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/146517222/ ,Data Analysis and statistics,Rattle,minimal.
Singapore,03/18/2013,04/23/2014,04/23/2014,5,4,0,1,4,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/4176266/ ,"charts, basic stats",base,newbie
Singapore,01/15/2013,05/30/2013,06/05/2013,1,1,0,0,1,0,Yes,No,No,Digest,http://www.meetup.com/R-User-Group-SG/members/76331412/ ,Marketing research (planned),Still evaluating..,Newbie
Singapore,04/03/2014,04/22/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/140352682/ ,I use R for various modeling and simulation applications in my job - mostly for predicting how a new drug acts inside the human body.,metrumrg for pharmacometric applications!,Quite okay.
Singapore,01/08/2014,01/08/2014,,1,0,0,1,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/55112122/ ,"I use R for my macroeconomic analysis, in areas such as labour market, education and demography.",Still don't have a favourite CRAN package.,"So far very little, since I have just discovered R recently. But, I am trying to learn more."
Singapore,01/12/2013,03/05/2013,03/27/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/76013592/ ,Work,"ggplot2, plyr, reshape2.",Beginner's level
Singapore,03/16/2011,09/27/2011,04/08/2011,3,2,0,1,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/14256946/ ,"I chanced upon R as a result of my work as a Research Officer. My job requires me to conduct statistical analysis. Currently, I use SPSS for my analysis. But I am unhappy with the limitation of SPSS and looking at R as a replacement.",I do not have one yet.,"I have very little experience in R. Till now, I had only read introductory textbooks on it and did the tutorials."
Singapore,11/12/2013,04/23/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/119502522/ ,Big data,Dont know,Nil
Singapore,10/14/2012,10/14/2012,,0,0,0,0,0,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/62687602/ ,Using other tools,na,basic
Singapore,11/24/2012,03/11/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/7657137/ ,finding out more,no fav,read about it on internet
Singapore,11/02/2012,02/16/2014,04/23/2014,6,4,0,2,4,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/14091443/ ,Analysis of marketing data,What's CRAN?,Basic - just starting to get to grips with R.
Singapore,08/08/2010,08/24/2010,,1,0,0,1,0,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/12703751/ ,Mostly for mixed effects regression and LDA.,probably lme4,I've been using it for 3-4 years.
Singapore,09/07/2012,10/04/2013,12/12/2012,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/46981192/ ,Self study,Stats,3 month
Singapore,05/20/2013,07/16/2013,08/14/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/94235462/ ,Data Mining,C,Beginner
Singapore,05/11/2014,05/13/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/145330712/ ,Data Analysis,R Studio,Beginner
Singapore,06/01/2013,02/12/2014,08/14/2013,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/25544122/ ,noobie,no idea yet,zero ... just starting off ...
Singapore,02/16/2013,04/28/2014,08/14/2013,4,4,0,0,2,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/47201682/ ,beginer in R.,none,none.
Singapore,03/12/2014,05/09/2014,03/12/2014,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/136887192/ ,The future careers I am interested in require the use of R - in the areas of metrics and six-sigma tools,NA,No prior experience
Sydney,02/10/2014,02/16/2014,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/106679202/ ,Research,lme4,2 years
Singapore,05/23/2013,08/12/2013,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/94715852/ ,Sensory Data,"Sensominer, Factominer",Using R to analyze sensory data and consumer behavior.
Singapore,05/08/2013,02/09/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/92679632/ ,Still learning phase,Still learning phase,Beginner
Singapore,10/23/2011,12/18/2013,03/27/2013,3,3,0,0,3,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/28752992/ ,Statistical computations on datasets used in my daily work,"None but I've used VIF, Zoo, ggplot2",lm regressions
Singapore,12/02/2013,05/13/2014,04/23/2014,7,6,0,1,5,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/11201491/ ,Basic statistical analysis.,The package that lets you apply ks.test() to a discrete distribution for small samples.,Very basic.
"San Carlos, CA",03/14/2011,11/26/2013,05/18/2011,2,2,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/3590379/ ,Stats for apps,Dunno. I'm a noob.,None so far. Wanna learn
Singapore,09/22/2013,11/27/2013,12/18/2013,3,3,0,0,3,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/112511682/ ,Still Learning,still learning,Beginner
Singapore,04/16/2014,04/16/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/28032722/ ,"Create some dashboard for predictive analysis to support Executive decision in PMO, Program and project management","fRegression, C50, topsis, SPODT, sdtoolkit, pt, MDPtoolbox, mcr, mcsm, tawny",Developing analytic reports connecting R with BI interface solutions
Singapore,03/12/2014,03/13/2014,,0,0,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/113785322/ ,"statistics, visualization",ggplot,basic knowledge
"San Francisco, CA",05/14/2014,05/14/2014,,1,1,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/146538532/ ,learning R,don't know yet,very little
Singapore,04/17/2013,04/18/2014,04/23/2014,2,2,0,0,2,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/89642732/ ,Bioconductor,"Not really a CRAN user, most of my work is done using Bioconductor packages. :D Fav BioC packages: GRanges, limma, BiomaRt",Great and addictive
Singapore,06/26/2013,07/07/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/83563252/ ,"Statistical analysis, model building",bootruin,"Beginner level, trying to make the switch from Matlab"
Singapore,08/05/2013,01/15/2014,,1,0,0,1,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/105377142/ ,data analysis,nil,nil
Singapore,04/27/2013,04/27/2013,,0,0,0,0,0,0,No,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/81436122/ ,,,
Singapore,03/10/2014,03/12/2014,,1,0,0,1,0,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/136573212/ ,Data mining,Rattle,Beginner
Singapore,04/01/2014,05/13/2014,,1,0,0,1,0,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/131740872/ ,Anything I can,ggplot2,Some Years
Singapore,11/02/2013,04/29/2014,04/23/2014,11,10,0,1,8,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/63912812/ ,For my daily job,mlogit,Been fan since 2008
Singapore,10/13/2012,01/09/2014,01/15/2014,2,2,0,0,2,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/65948042/ ,Machine learning,N/A,0 so far but getting there
London,05/28/2013,02/16/2014,08/14/2013,2,2,0,0,2,0,Yes,No,No,No,http://www.meetup.com/R-User-Group-SG/members/59261722/ ,-,-,-
Singapore,08/06/2013,09/06/2013,09/26/2013,2,2,0,0,2,0,Yes,No,No,No,http://www.meetup.com/R-User-Group-SG/members/78356152/ ,"So far, played around with Yahoo finance data",I'm impartial.,Just starting out.
Singapore,04/11/2014,04/28/2014,,1,1,0,0,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/88272302/ ,data analysis,too new to the language yet,just started learning
Singapore,07/26/2011,02/06/2014,02/12/2014,11,11,0,0,11,0,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/21103801/ ,Baking and frying.,Berry?,None
Singapore,03/09/2014,04/29/2014,03/12/2014,3,3,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/95039432/ ,na,na,na
Singapore,01/08/2013,05/08/2014,04/23/2014,11,9,0,2,7,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/75448372/ ,Analytics,am not sure,almost zero
Singapore,11/27/2013,03/11/2014,04/23/2014,1,1,0,0,1,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/121643052/ ,econometric analysis and genetic data mining,AER,cool.
Singapore,06/27/2012,11/20/2013,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/51473982/ ,Data processing,-,Doing in one small project. R act as a backend for Java EE front end
Singapore,01/15/2014,01/15/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/48050082/ ,Hobby,N,Beginner
"San Francisco, CA",01/22/2013,05/09/2014,,0,0,0,0,0,0,Yes,Yes,No,No,http://www.meetup.com/R-User-Group-SG/members/10790540/ ,Statistical modeling and data mining,caret,I have been an R user for a little over 6 years.
Singapore,05/13/2014,05/13/2014,,1,1,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/146402842/ ,Quant trading. Generating alpha.,Not sure... Many are necessary.... Maybe quantmod?,1year. But have been coding on and off in other languages for past 14 years.
Singapore,07/31/2010,04/15/2012,04/04/2012,2,1,1,0,1,1,Yes,Yes,No,Digest,http://www.meetup.com/R-User-Group-SG/members/12650534/ ,Not yet.,erm..?,"heard about it, interested to find out more."
Singapore,04/25/2012,04/26/2012,,1,0,0,1,0,0,Yes,No,No,Yes,http://www.meetup.com/R-User-Group-SG/members/45896382/ ,work,any one that produces results!,since 2011
"Ann Arbor, MI",03/11/2014,03/12/2014,03/12/2014,1,1,0,0,1,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/2047734/ ,data crunching,SNA,beginner
Singapore,03/24/2014,03/24/2014,,0,0,0,0,0,0,Yes,Yes,No,Yes,http://www.meetup.com/R-User-Group-SG/members/52479212/ ,NA,NA,NA
